,MAC,SSID,Frequncy,Signal,Lat,Lon,Alt,TIME,Approx. w-center algo1,
189,c2:6c:ac:a0:7b:55,outsense,52,-79,32.10466943159815,35.20982459227965,701.930329660997,03/12/2017 08:40,Approx. w-center algo1,
190,b2:6c:ac:a0:7b:55,magneto,52,-79,32.10467817311063,35.20981364614866,708.512039507796,03/12/2017 08:40,Approx. w-center algo1,
191,a2:6c:ac:a0:7b:55,Guest,52,-80,32.10467787022423,35.20981344909455,708.6936298586921,03/12/2017 08:40,Approx. w-center algo1,
192,74:ea:3a:ad:d1:50,TP-LINK_ADD150,4,-86,32.103392595163854,35.20918078959333,688.5077355333425,03/12/2017 08:50,Approx. w-center algo1,
193,90:6c:ac:a0:60:4d,Guest,1,-79,32.10462255596586,35.209775426434305,689.1632024996212,03/12/2017 08:45,Approx. w-center algo1,
194,a2:6c:ac:a0:60:4d,incentive2,1,-83,32.10429525881002,35.209459658569806,689.2506394283968,03/12/2017 08:57,Approx. w-center algo1,
195,1c:b9:c4:14:62:4c,Ariel_University,36,-74,32.10457103,35.2096085,692.8918491,03/12/2017 08:40,Approx. w-center algo1,
196,1c:b9:c4:14:62:48,Ariel_University,11,-74,32.10369934555162,35.209380936659855,689.3970423904141,03/12/2017 08:40,Approx. w-center algo1,
197,f8:e9:03:12:ef:3c,ShapeDo-5GHz,60,-77,32.10456801264497,35.209679315475164,689.8684136392159,03/12/2017 08:40,Approx. w-center algo1,
198,1c:b9:c4:94:62:47, ,36,-79,32.10457103,35.2096085,692.8918491,03/12/2017 08:40,Approx. w-center algo1,
199,24:79:2a:2c:5b:dc,Ariel_University,36,-89,32.10414268728313,35.210023911466585,703.1484393099993,03/12/2017 08:55,Approx. w-center algo1,
200,a2:6c:ac:a0:18:29,artsim,6,-86,32.10366632378878,35.20929375497552,689.7993843395941,03/12/2017 08:45,Approx. w-center algo1,
201,24:79:2a:2c:5b:d8,Ariel_University,1,-90,32.10426455738192,35.21005083288669,707.385263074483,03/12/2017 08:42,Approx. w-center algo1,
202,34:8f:27:20:89:b8,Ariel_University,6,-84,32.10407309196093,35.20921639200438,690.5336507181158,03/12/2017 08:41,Approx. w-center algo1,
203,a0:8c:fd:8c:79:6f,DIRECT-6E-HP DeskJet 3630 series,6,-87,32.10451023949215,35.20956264752155,690.9289640792249,03/12/2017 08:41,Approx. w-center algo1,
204,34:8f:27:20:89:bc,Ariel_University,44,-87,32.10446697,35.20942986,692.9030486,03/12/2017 08:41,Approx. w-center algo1,
205,34:8f:27:a0:89:b7, ,44,-89,32.10446697,35.20942986,692.9030486,03/12/2017 08:41,Approx. w-center algo1,
206,ec:8c:a2:26:d3:68,Ariel_University,11,-90,32.10411721370414,35.20920781059581,697.6768680536876,03/12/2017 08:41,Approx. w-center algo1,
207,1c:b9:c4:16:1d:78,Ariel_University,1,-89,32.10349326615736,35.20910140272869,702.6945977860836,03/12/2017 08:41,Approx. w-center algo1,
208,58:70:c6:fb:68:7a,YICarCam_fb687a,5,-88,32.10436268,35.20927747,692.9954485,03/12/2017 08:41,Approx. w-center algo1,
209,30:e1:71:0d:e0:65,DIRECT-64-HP DeskJet 3630 series,6,-89,32.10419579465126,35.20912676871185,700.8868204746556,03/12/2017 08:41,Approx. w-center algo1,
210,1c:b9:c4:16:cc:d8,Ariel_University,1,-85,32.10417409383732,35.20908661148576,691.6582550841363,03/12/2017 08:45,Approx. w-center algo1,
211,00:27:22:f3:bb:2b, ,6,-89,32.10405974208485,35.20942539198074,705.486323233757,03/12/2017 08:54,Approx. w-center algo1,
212,a0:8c:fd:0a:24:56,DIRECT-13-HP DeskJet 3630 series,6,-90,32.10389056485712,35.20955436339452,699.4538401114222,03/12/2017 08:45,Approx. w-center algo1,
213,1c:b9:c4:15:fd:4c,Ariel_University,36,-91,32.10392939624505,35.20989590196249,709.9752409417698,03/12/2017 08:42,Approx. w-center algo1,
214,1c:b9:c4:15:fd:48,Ariel_University,1,-90,32.10390673511027,35.20953614327177,700.626624001142,03/12/2017 08:41,Approx. w-center algo1,
215,1c:b9:c4:16:28:ec,Ariel_University,36,-91,32.103924393135756,35.20895999917965,704.3685369593965,03/12/2017 08:41,Approx. w-center algo1,
216,00:02:6f:b8:c4:1a, ,11,-92,32.10398682632535,35.20897218662043,702.3784600465826,03/12/2017 08:41,Approx. w-center algo1,
217,1c:b9:c4:16:28:e8,Ariel_University,1,-89,32.103124397010276,35.20890601761178,712.2684491031821,03/12/2017 08:46,Approx. w-center algo1,
218,8c:0c:90:2e:16:88,Ariel_University,11,-89,32.10385252547132,35.20919457388165,706.2264702871173,03/12/2017 08:51,Approx. w-center algo1,
219,90:6c:ac:a0:18:29,Guest,6,-88,32.104449172710325,35.20951164142043,697.0465922952188,03/12/2017 08:41,Approx. w-center algo1,
220,ec:8c:a2:26:b0:e8,Ariel_University,6,-91,32.103749721426915,35.20894700940936,690.5191773282104,03/12/2017 08:45,Approx. w-center algo1,
221,1c:b9:c4:15:1c:b8,Ariel_University,1,-92,32.10348831095051,35.209789529079046,699.630393546728,03/12/2017 09:09,Approx. w-center algo1,
222,1c:b9:c4:15:23:5c,Ariel_University,36,-91,32.1040793,35.20894494,693.2106003,03/12/2017 08:41,Approx. w-center algo1,
223,1c:b9:c4:95:23:57, ,36,-92,32.1040793,35.20894494,693.2106003,03/12/2017 08:41,Approx. w-center algo1,
224,b2:6c:ac:a0:3d:eb,sinusafe,3,-93,32.104684180896626,35.209897639191354,713.6913092584938,03/12/2017 08:45,Approx. w-center algo1,
225,1c:b9:c4:15:23:58,Ariel_University,6,-89,32.104262128411186,35.20927262423413,704.3325236906038,03/12/2017 08:45,Approx. w-center algo1,
226,40:a5:ef:7a:17:f2,2.4V1,1,-89,32.10328656158513,35.20901109186122,702.3711703327018,03/12/2017 08:45,Approx. w-center algo1,
227,1c:b9:c4:95:fd:47, ,36,-91,32.10372953719322,35.20938173019013,705.7432982800343,03/12/2017 08:54,Approx. w-center algo1,
228,1c:b9:c4:96:28:e7, ,36,-90,32.10368839404259,35.20877681449641,691.4510767060129,03/12/2017 08:41,Approx. w-center algo1,
229,1c:b9:c4:16:cc:dc,Ariel_University,36,-90,32.10374536,35.20874764,692.9018041,03/12/2017 08:41,Approx. w-center algo1,
230,8c:0c:90:ae:16:83, ,11,-89,32.10347009280669,35.20900906803975,702.7178632074773,03/12/2017 08:45,Approx. w-center algo1,
231,8c:0c:90:6e:16:88, ,11,-88,32.10337238967126,35.20920904283576,703.9653112399707,03/12/2017 08:42,Approx. w-center algo1,
232,1c:b9:c4:12:7c:c8,Ariel_University,11,-86,32.1029303974605,35.209189947191945,693.1716047005322,03/12/2017 08:41,Approx. w-center algo1,
233,1c:b9:c4:16:13:08,Ariel_University,11,-89,32.10356596725276,35.208775732329386,697.2890669062416,03/12/2017 08:41,Approx. w-center algo1,
234,1c:b9:c4:12:7c:cc,Ariel_University,36,-90,32.10302114966438,35.20881390529063,691.9923582266479,03/12/2017 08:41,Approx. w-center algo1,
235,1c:b9:c4:92:7c:c7, ,36,-84,32.102900829303124,35.20885512993856,691.8458350044154,03/12/2017 08:45,Approx. w-center algo1,
236,1c:b9:c4:12:90:bc,Ariel_University,40,-90,32.10279271480931,35.20952043191717,703.8078100430529,03/12/2017 08:42,Approx. w-center algo1,
237,1c:b9:c4:16:13:0c,Ariel_University,44,-89,32.10332615,35.20866419,692.4506545,03/12/2017 08:41,Approx. w-center algo1,
238,1c:b9:c4:96:13:07, ,44,-91,32.10332615,35.20866419,692.4506545,03/12/2017 08:41,Approx. w-center algo1,
239,1c:b9:c4:12:90:b8,Ariel_University,11,-94,32.103156991516755,35.20942496663937,712.209121893892,03/12/2017 08:45,Approx. w-center algo1,
240,f8:d1:11:77:77:c6,HelpDesk,4,-88,32.10293403202566,35.208812204427616,689.9281535819649,03/12/2017 08:57,Approx. w-center algo1,
241,8c:0c:90:2d:75:e8,Ariel_University,1,-84,32.102804881843284,35.20913624780595,693.545441791176,03/12/2017 08:41,Approx. w-center algo1,
242,1c:b9:c4:16:f4:28,Ariel_University,11,-93,32.1028940946443,35.208876460916564,700.0111649064654,03/12/2017 08:50,Approx. w-center algo1,
243,34:8f:27:20:8c:18,Ariel_University,6,-90,32.102875136700554,35.209096669389396,693.7861545273049,03/12/2017 08:50,Approx. w-center algo1,
244,1c:b9:c4:15:43:e8,Ariel_University,1,-91,32.10275756475104,35.2089993424035,702.9311960312009,03/12/2017 08:45,Approx. w-center algo1,
245,ec:8c:a2:88:78:c7, ,48,-90,32.103218437243385,35.208955919910935,694.2303369947847,03/12/2017 08:41,Approx. w-center algo1,
246,d8:5d:4c:9e:69:22,AUC_4_2_24,1,-89,32.10317138329874,35.209181241209414,703.483680861558,03/12/2017 08:55,Approx. w-center algo1,
247,1c:b9:c4:14:2f:68,Ariel_University,6,-86,32.10280230040449,35.20898864293399,691.3083250518987,03/12/2017 08:45,Approx. w-center algo1,
248,1c:b9:c4:96:f4:27, ,44,-90,32.10250943934865,35.20909891667761,691.7725879453926,03/12/2017 08:41,Approx. w-center algo1,
249,1c:b9:c4:14:2f:6c,Ariel_University,36,-88,32.10263474621571,35.208939946428934,690.5293944095723,03/12/2017 08:41,Approx. w-center algo1,
250,1c:b9:c4:16:11:a8,Ariel_University,1,-85,32.1032700875,35.2101165525,693.980747225,03/12/2017 08:41,Approx. w-center algo1,
251,ec:8c:a2:26:b1:78,Ariel_University,1,-93,32.102857844642315,35.20967906889624,702.949592034171,03/12/2017 08:46,Approx. w-center algo1,
252,1c:b9:c4:16:11:ac,Ariel_University,44,-88,32.10220059298829,35.209531401253855,700.6597046498431,03/12/2017 08:46,Approx. w-center algo1,
253,1c:b9:c4:16:28:fc,Ariel_University,36,-90,32.102446116499095,35.209070100217524,700.8379600878515,03/12/2017 08:46,Approx. w-center algo1,
254,62:ab:1b:60:b4:cb,Bezeq Free,8,-89,32.10217754347683,35.20956710846661,696.3509147874128,03/12/2017 08:54,Approx. w-center algo1,
255,1c:b9:c4:14:2c:18,Ariel_University,1,-85,32.102401058518154,35.20914456426317,697.9423213342517,03/12/2017 08:41,Approx. w-center algo1,
256,a0:ab:1b:60:b4:ca,36518749,8,-87,32.10234319205361,35.20903752117517,690.6515556420352,03/12/2017 08:41,Approx. w-center algo1,
257,1c:b9:c4:15:ed:78,Ariel_University,6,-89,32.102362773435374,35.20906601336715,690.0863320578876,03/12/2017 08:46,Approx. w-center algo1,
258,1c:b9:c4:16:04:78,Ariel_University,11,-86,32.102423434836176,35.209291498339546,694.1363815998842,03/12/2017 08:41,Approx. w-center algo1,
259,1c:b9:c4:14:2b:d8,Ariel_University,1,-85,32.102287900501096,35.20915262019991,690.338845252492,03/12/2017 08:46,Approx. w-center algo1,
260,1c:b9:c4:14:2b:dc,Ariel_University,36,-87,32.10222225155836,35.209242396949236,690.3532606564698,03/12/2017 08:41,Approx. w-center algo1,
261,1c:b9:c4:94:2b:d7, ,36,-88,32.10227804749559,35.20926738082343,697.3514191571015,03/12/2017 08:41,Approx. w-center algo1,
262,1c:b9:c4:16:ed:38,Ariel_University,6,-88,32.10259426267665,35.209364575951554,693.4448086728452,03/12/2017 08:41,Approx. w-center algo1,
263,48:ee:0c:3e:86:dd,tachlit3,7,-89,32.10238354298297,35.208836764970954,689.4879837412519,03/12/2017 08:41,Approx. w-center algo1,
264,a0:8c:fd:0a:d5:f5,DIRECT-F4-HP DeskJet 3630 series,6,-91,32.10232266326396,35.20919448517941,701.4477488713821,03/12/2017 08:41,Approx. w-center algo1,
265,3c:52:82:ef:d4:56,DIRECT-55-HP DeskJet 3630 series,6,-87,32.1021876438271,35.20929027070707,694.1649424249406,03/12/2017 08:46,Approx. w-center algo1,
266,1c:b9:c4:16:f1:48,Ariel_University,1,-91,32.102312147160355,35.20975240484241,705.1808611695552,03/12/2017 08:54,Approx. w-center algo1,
267,1c:b9:c4:16:f1:4c,Ariel_University,36,-85,32.10214478825503,35.209089104123656,689.2517761994259,03/12/2017 08:41,Approx. w-center algo1,
268,1c:b9:c4:15:3d:58,Ariel_University,11,-86,32.10272222099395,35.209512073120564,695.6788943336242,03/12/2017 08:41,Approx. w-center algo1,
269,1c:b9:c4:15:3a:38,Ariel_University,11,-90,32.1027976117482,35.20979663953613,696.578676343971,03/12/2017 08:46,Approx. w-center algo1,
270,1c:b9:c4:15:1b:88,Ariel_University,11,-92,32.102086001403414,35.2092881386763,690.0247298040624,03/12/2017 08:46,Approx. w-center algo1,
271,1c:b9:c4:95:3a:37, ,44,-87,32.10204841,35.20930544,690.6637923,03/12/2017 08:41,Approx. w-center algo1,
272,1c:b9:c4:15:3a:3c,Ariel_University,44,-87,32.10204919904429,35.20957634167495,691.331833627447,03/12/2017 08:41,Approx. w-center algo1,
273,1c:b9:c4:15:1b:8c,Ariel_University,58,-88,32.10202729137922,35.20947062645334,690.8338172741264,03/12/2017 08:41,Approx. w-center algo1,
274,1c:b9:c4:15:1e:68,Ariel_University,1,-90,32.10258909945738,35.209808004922124,691.1694935669534,03/12/2017 08:50,Approx. w-center algo1,
275,1c:b9:c4:95:1b:87, ,58,-89,32.10204841,35.20930544,690.6637923,03/12/2017 08:41,Approx. w-center algo1,
276,00:11:6b:11:02:b7,yosh,1,-90,32.10202449999529,35.20958486770989,690.8964523898275,03/12/2017 08:41,Approx. w-center algo1,
277,1c:b9:c4:15:ed:7c,Ariel_University,60,-83,32.10199116,35.20958211,691.3292747,03/12/2017 08:41,Approx. w-center algo1,
278,1c:b9:c4:15:3d:5c,Ariel_University,36,-85,32.10199321629435,35.20956991208259,690.640765867288,03/12/2017 08:41,Approx. w-center algo1,
279,1c:b9:c4:16:f4:2c,Ariel_University,44,-89,32.10227852990744,35.209369749580915,707.3728818265399,03/12/2017 08:54,Approx. w-center algo1,
280,1c:b9:c4:15:1e:6c,Ariel_University,36,-90,32.102512786105734,35.20963302471069,693.2846435342426,03/12/2017 08:42,Approx. w-center algo1,
281,1c:b9:c4:95:43:e7, ,36,-90,32.10199116,35.20958211,691.3292747,03/12/2017 08:41,Approx. w-center algo1,
282,1c:b9:c4:96:04:77, ,60,-86,32.1020499,35.209817,691.9252951,03/12/2017 08:41,Approx. w-center algo1,
283,30:e1:71:0f:a2:72,DIRECT-71-HP DeskJet 3630 series,6,-86,32.102013149441845,35.209728565210945,690.9557848697661,03/12/2017 08:41,Approx. w-center algo1,
284,1c:b9:c4:96:11:a7, ,44,-90,32.102380988022716,35.20925838958442,702.875479097806,03/12/2017 08:41,Approx. w-center algo1,
285,00:1d:aa:81:d8:3c,KCG-ADSL,3,-93,32.1034628399056,35.210209597915046,700.1840099670471,03/12/2017 08:51,Approx. w-center algo1,
286,c4:12:f5:f6:a0:18,lab_6.1.3,3,-84,32.10344152968305,35.210174631459914,694.0830623906352,03/12/2017 08:41,Approx. w-center algo1,
287,1c:b9:c4:16:ee:98,Ariel_University,6,-91,32.10242760875619,35.20998075561807,692.5719647708396,03/12/2017 08:41,Approx. w-center algo1,
288,1c:b9:c4:15:3d:68,Ariel_University,6,-85,32.10283052914705,35.210089434215625,692.1934632426697,03/12/2017 08:51,Approx. w-center algo1,
289,1c:b9:c4:16:ee:9c,Ariel_University,36,-86,32.10259715930853,35.2099206902852,696.4473308717598,03/12/2017 09:08,Approx. w-center algo1,
290,1c:b9:c4:15:3d:6c,Ariel_University,44,-89,32.10264502272434,35.20989780706844,696.5341776300195,03/12/2017 08:42,Approx. w-center algo1,
291,1c:b9:c4:14:2c:38,Ariel_University,6,-90,32.102888917239426,35.20993288236732,693.2146096475849,03/12/2017 08:42,Approx. w-center algo1,
292,1c:b9:c4:14:30:38,Ariel_University,1,-87,32.10295022075351,35.20968099448602,700.5273228010037,03/12/2017 08:59,Approx. w-center algo1,
293,1c:b9:c4:96:ed:37, ,44,-87,32.10294448092236,35.20968831829753,698.1641498561195,03/12/2017 08:42,Approx. w-center algo1,
294,1c:b9:c4:16:ed:3c,Ariel_University,44,-91,32.103082511366374,35.209885300314866,704.8281718763716,03/12/2017 08:54,Approx. w-center algo1,
295,30:e1:71:0f:a2:49,DIRECT-47-HP DeskJet 3630 series,6,-88,32.10263817241183,35.209876775815914,693.8391299424325,03/12/2017 08:42,Approx. w-center algo1,
296,1c:b9:c4:12:af:78,Ariel_University,11,-92,32.10285386911863,35.209812898643754,691.8546132648949,03/12/2017 08:51,Approx. w-center algo1,
297,1c:b9:c4:12:af:7c,Ariel_University,40,-89,32.102975181876815,35.209679185730806,697.3000448783765,03/12/2017 08:42,Approx. w-center algo1,
298,1c:b9:c4:15:ec:38,Ariel_University,6,-90,32.103087702548365,35.209862919440816,693.6063254813301,03/12/2017 08:42,Approx. w-center algo1,
299,1c:b9:c4:14:30:3c,Ariel_University,44,-91,32.10298530552546,35.20969269662513,701.7019224858896,03/12/2017 08:42,Approx. w-center algo1,
300,3c:52:82:ef:c4:3c,DIRECT-3B-HP DeskJet 3630 series,6,-82,32.103112658123116,35.20972712999357,698.4515190341033,03/12/2017 08:42,Approx. w-center algo1,
301,1c:b9:c4:15:ec:3c,Ariel_University,36,-91,32.10296665169082,35.20967465176776,699.7362750977118,03/12/2017 09:01,Approx. w-center algo1,
302,1c:b9:c4:95:ec:37, ,36,-90,32.10298166861612,35.20967767084474,699.3847452726127,03/12/2017 08:42,Approx. w-center algo1,
303,1c:b9:c4:14:2b:88,Ariel_University,11,-90,32.1033990394156,35.21000244627602,697.1666480069823,03/12/2017 08:42,Approx. w-center algo1,
304,1c:b9:c4:94:30:37, ,44,-91,32.102978549329606,35.20968957586714,699.0312381657526,03/12/2017 08:42,Approx. w-center algo1,
305,1c:b9:c4:92:af:77, ,40,-86,32.1031242360616,35.209633780470426,698.587617262037,03/12/2017 08:42,Approx. w-center algo1,
306,1c:b9:c4:16:06:bc,Ariel_University,48,-89,32.103505240271836,35.209845773805085,697.730389962866,03/12/2017 08:42,Approx. w-center algo1,
307,1c:b9:c4:16:06:b8,Ariel_University,11,-92,32.10390598213334,35.21069919697766,706.3654721444788,03/12/2017 08:46,Approx. w-center algo1,
308,3c:52:82:ef:d4:52,DIRECT-51-HP DeskJet 3630 series,6,-88,32.10360702366273,35.209908177216754,700.2261390593166,03/12/2017 08:42,Approx. w-center algo1,
309,1c:b9:c4:15:ed:b8,IT-MNG,1,-89,32.1033618375449,35.20975078060045,700.4082398297394,03/12/2017 08:42,Approx. w-center algo1,
310,1c:b9:c4:16:f1:58,Ariel_University,6,-91,32.10333191237644,35.20953546198587,709.4347451317543,03/12/2017 08:54,Approx. w-center algo1,
311,1c:b9:c4:96:06:b7, ,48,-83,32.10377640487973,35.21008430605145,706.2198169290021,03/12/2017 08:42,Approx. w-center algo1,
312,1c:b9:c4:16:e5:a8,Ariel_University,6,-87,32.10365383598101,35.21008175890535,697.3482846663806,03/12/2017 08:42,Approx. w-center algo1,
313,1c:b9:c4:16:e5:ac,Ariel_University,36,-88,32.10360555,35.20981183,696.984537,03/12/2017 08:42,Approx. w-center algo1,
314,c0:4a:00:71:ee:ee,Onicom,9,-91,32.10348809727732,35.2098071823292,699.2249391764587,03/12/2017 08:42,Approx. w-center algo1,
315,24:79:2a:2b:bd:8c,Ariel_University,44,-88,32.103792991984555,35.21009379618329,703.0223738822456,03/12/2017 08:42,Approx. w-center algo1,
316,24:79:2a:ab:bd:87, ,44,-89,32.10379296114642,35.21009371111037,703.0188089087,03/12/2017 08:42,Approx. w-center algo1,
317,1c:b9:c4:16:ed:48,Ariel_University,6,-89,32.10368020929821,35.21013661527444,699.7117218215341,03/12/2017 08:42,Approx. w-center algo1,
318,24:79:2a:2b:bd:88,Ariel_University,11,-89,32.10380865582212,35.21035151956725,696.2914999363164,03/12/2017 09:03,Approx. w-center algo1,
319,24:79:2a:2c:5c:18,Ariel_University,11,-85,32.103849574141044,35.21023385162966,700.7183690331105,03/12/2017 09:06,Approx. w-center algo1,
320,24:79:2a:2b:07:b8,Ariel_University,11,-91,32.10380270127366,35.21015452224357,702.052394389587,03/12/2017 08:46,Approx. w-center algo1,
321,60:e3:27:7b:e0:98,HelpDesk,4,-90,32.104065430997366,35.20975991222397,692.8947036542758,03/12/2017 08:45,Approx. w-center algo1,
322,24:79:2a:2b:07:bc,Ariel_University,36,-90,32.10384306913842,35.21017605576105,702.8873605318781,03/12/2017 08:42,Approx. w-center algo1,
323,3c:52:82:ef:a4:8b,DIRECT-8A-HP DeskJet 3630 series,6,-89,32.1037734409584,35.21013481964975,699.0985950933108,03/12/2017 08:42,Approx. w-center algo1,
324,8c:0c:90:2e:e8:18,Ariel_University,6,-81,32.10409099861101,35.210688288126065,700.3846851686018,03/12/2017 08:42,Approx. w-center algo1,
325,1c:b9:c4:15:ed:38,Ariel_University,6,-89,32.10422031132051,35.21052516939191,694.224598762181,03/12/2017 08:42,Approx. w-center algo1,
326,8c:0c:90:2d:34:38,Ariel_University,11,-90,32.104078204249184,35.21069042181055,696.4326713940098,03/12/2017 08:42,Approx. w-center algo1,
327,24:79:2a:2b:24:98,Ariel_University,1,-89,32.104250808788095,35.21062416851404,694.7682635018961,03/12/2017 08:47,Approx. w-center algo1,
328,24:79:2a:2c:61:68,Ariel_University,6,-86,32.104047107327965,35.21059905296254,696.7270599963318,03/12/2017 08:42,Approx. w-center algo1,
329,24:79:2a:2b:24:9c,Ariel_University,36,-87,32.10406542,35.21056381,697.5076284,03/12/2017 08:42,Approx. w-center algo1,
330,1c:b9:c4:16:e8:fc,Ariel_University,36,-89,32.10415575280497,35.21103696036162,696.1003908520289,03/12/2017 08:42,Approx. w-center algo1,
331,1c:b9:c4:15:ed:3c,Ariel_University,36,-89,32.10414685296415,35.21080078014202,704.4425966288085,03/12/2017 08:42,Approx. w-center algo1,
332,1c:b9:c4:15:41:7c,Ariel_University,44,-83,32.10416345193416,35.21100124672102,696.2173923846444,03/12/2017 08:42,Approx. w-center algo1,
333,1c:b9:c4:16:e8:f8,Ariel_University,11,-91,32.10461883113529,35.21051925971011,693.4903424562722,03/12/2017 08:45,Approx. w-center algo1,
334,1c:b9:c4:95:41:77, ,44,-84,32.104164385056606,35.21088765132075,704.5435791788678,03/12/2017 08:42,Approx. w-center algo1,
335,1c:b9:c4:96:e8:f7, ,36,-89,32.1041763194873,35.211026251631694,700.330552890559,03/12/2017 08:42,Approx. w-center algo1,
336,1c:b9:c4:95:ed:37, ,36,-85,32.10418021,35.21097162,697.8335736,03/12/2017 08:42,Approx. w-center algo1,
337,1c:b9:c4:14:36:fc,Ariel_University,36,-90,32.10423236083136,35.21117844897863,704.2993113790975,03/12/2017 08:42,Approx. w-center algo1,
338,1c:b9:c4:94:36:f7, ,36,-89,32.10421175,35.21118934,697.9876833,03/12/2017 08:42,Approx. w-center algo1,
339,ec:8c:a2:88:79:a7, ,36,-83,32.10490479,35.21124745,697.4311692,03/12/2017 08:42,Approx. w-center algo1,
340,1c:b9:c4:96:05:77, ,36,-90,32.10490479,35.21124745,697.4311692,03/12/2017 08:42,Approx. w-center algo1,
341,00:11:6b:11:7e:0c,yosh,1,-94,32.1045055999159,35.21086633053136,701.7069083693192,03/12/2017 08:51,Approx. w-center algo1,
342,1c:b9:c4:16:2b:ec,Ariel_University,36,-91,32.10508385,35.21105177,723.7793961,03/12/2017 08:44,Approx. w-center algo1,
343,00:1a:dd:f5:e2:e4, ,8,-90,32.10468231954045,35.2099254346227,710.2256059438022,03/12/2017 08:45,Approx. w-center algo1,
344,00:1a:dd:f5:e2:e5,Afikim_Wifi,8,-91,32.104772225353976,35.210128214972045,702.7538803125013,03/12/2017 08:45,Approx. w-center algo1,
345,08:ed:b9:3d:8f:4b,HP-Print-4b-LaserJet 400,6,-89,32.1049281,35.21028241,722.9373547,03/12/2017 08:45,Approx. w-center algo1,
346,1c:b9:c4:15:34:bc,Ariel_University,36,-90,32.1049281,35.21028241,722.9373547,03/12/2017 08:45,Approx. w-center algo1,
347,70:5a:0f:57:04:17,DIRECT-B1-HP DeskJet 3830 series,11,-84,32.10474846,35.21005988,687.0,03/12/2017 08:45,Approx. w-center algo1,
348,1c:b9:c4:15:25:4c,Ariel_University,44,-87,32.10474846,35.21005988,687.0,03/12/2017 08:45,Approx. w-center algo1,
349,90:6c:ac:9f:f1:c5,CliClap,2,-90,32.10432787290914,35.2094403957176,718.4184377682758,03/12/2017 08:45,Approx. w-center algo1,
350,8c:0c:90:6f:36:58, ,1,-78,32.10469340120761,35.20992463314879,706.1602376529412,03/12/2017 08:45,Approx. w-center algo1,
351,a2:6c:ac:a0:60:55,incentive2,36,-84,32.10456879065021,35.20969929955878,704.3331469515239,03/12/2017 08:45,Approx. w-center algo1,
352,70:5a:0f:57:42:43,DIRECT-42-HP DeskJet 3830 series,11,-75,32.10447804,35.20959776,687.0,03/12/2017 08:45,Approx. w-center algo1,
353,b2:6c:ac:a0:18:29,restore,6,-85,32.103787136097495,35.20911580024808,687.9518351951255,03/12/2017 08:57,Approx. w-center algo1,
354,90:8d:78:54:6b:4d,Salomon,1,-90,32.104603746264274,35.20980756595432,701.4256799663947,03/12/2017 08:49,Approx. w-center algo1,
355,24:79:2a:ac:5b:d7, ,36,-92,32.104441301914676,35.20944049357651,719.6999289406901,03/12/2017 08:45,Approx. w-center algo1,
356,a2:6c:ac:9f:f1:c5,Guest,2,-80,32.10435442453351,35.209358542286466,703.3204883574244,03/12/2017 08:45,Approx. w-center algo1,
357,b2:6c:ac:9f:f1:c5,paysday,2,-90,32.10439907443636,35.20950143551177,720.9522611873168,03/12/2017 08:53,Approx. w-center algo1,
358,1c:b9:c4:96:cc:d7, ,36,-89,32.1040063,35.20897411,716.4196812,03/12/2017 08:45,Approx. w-center algo1,
359,1c:b9:c4:16:1d:7c,Ariel_University,44,-89,32.10380222630932,35.209432425387504,710.3086401283509,03/12/2017 09:06,Approx. w-center algo1,
360,8c:0c:90:2f:ca:18,Ariel_University,1,-87,32.1038601,35.20889524,715.6639357,03/12/2017 08:45,Approx. w-center algo1,
361,00:02:6f:8e:64:67, ,1,-90,32.10344907272257,35.209239736013785,708.5804377541641,03/12/2017 09:01,Approx. w-center algo1,
362,30:e1:71:0d:e0:63,DIRECT-61-HP DeskJet 3630 series,6,-93,32.1034208585533,35.209055228509975,689.737007468711,03/12/2017 08:45,Approx. w-center algo1,
363,24:79:2a:2c:3d:68,Ariel_University,6,-90,32.10339539874442,35.208784194986094,699.0853653818432,03/12/2017 08:45,Approx. w-center algo1,
364,1c:b9:c4:16:12:e8,Ariel_University,1,-90,32.1035812,35.20879533000001,702.3207686500001,03/12/2017 08:45,Approx. w-center algo1,
365,1c:b9:c4:92:90:b7, ,40,-91,32.103074861705466,35.20912759696089,712.3984013869615,03/12/2017 08:50,Approx. w-center algo1,
366,8c:0c:90:ad:75:e3, ,1,-89,32.10316859765923,35.20879221040037,703.6473821346209,03/12/2017 08:45,Approx. w-center algo1,
367,1c:b9:c4:94:33:c7, ,48,-83,32.10296085,35.20883419,714.3703448,03/12/2017 08:45,Approx. w-center algo1,
368,7e:ff:30:08:7f:bd,SETUP,11,-80,32.10241537,35.208865,688.0,03/12/2017 08:46,Approx. w-center algo1,
369,1c:b9:c4:96:f1:47, ,36,-83,32.10215532,35.209260065,703.3361960999999,03/12/2017 08:46,Approx. w-center algo1,
370,fc:3f:db:9c:36:3d,DIRECT-5C-HP DeskJet 3630 series,6,-89,32.10206173092713,35.20947285972674,700.4320999661207,03/12/2017 08:46,Approx. w-center algo1,
371,1c:b9:c4:16:04:7c,Ariel_University,60,-88,32.10227173765646,35.20927735903116,704.3875712171651,03/12/2017 08:54,Approx. w-center algo1,
372,1c:b9:c4:95:3d:57, ,36,-87,32.10200080821171,35.20968340538726,700.0010789331561,03/12/2017 08:54,Approx. w-center algo1,
